晴れ,100
曇り,200
曇,200
雨,300
雪,400
晴時々曇,110
晴のち時々曇,110
晴のち曇,110
晴時々雨,112
晴のち雨,112
晴時々雪,101
晴のち雪,115
晴一時曇,101
晴一時雨,102
晴一時雪,204
曇時々晴,201
曇のち晴,210
曇時々雨,202
曇のち雨,212
曇時々雪,204
曇のち雪,215
曇一時晴,201
曇一時雨,202
曇一時雪,204
雨時々曇,302
雨のち曇,313
雨時々晴,301
雨のち晴,311
雨時々雪,314
雨のち雪,314
雨一時曇,302
雨一時晴,301
雨一時雪,303
雪時々曇,402
雪のち曇,413
雪時々雨,403
雪のち雨,414
雪時々晴,401
雪のち晴,411
雪一時曇,413
雪一時雨,403
雪一時晴,401
